city,year,month,day,avg(la),avg(AQI),avg(lo)
青岛,2019,1,3,36.0,171.69767441860466,119.0
青岛,2019,1,13,36.0,262.27272727272725,119.0
海口,2018,8,21,20.0,28.95,110.0
乌鲁木齐,2018,8,9,44.0,52.84848484848485,87.0
厦门,2018,8,24,25.0,21.5,118.0
天津,2019,2,7,40.0,28.092307692307692,116.0
青岛,2018,8,31,35.0,31.47826086956522,120.0
北京,2018,8,11,38.0,63.49367088607595,115.0
青岛,2019,2,26,35.0,39.48837209302326,120.0
乌鲁木齐,2019,1,31,43.0,79.22689075630252,87.0
昆明,2019,2,7,25.0,31.757575757575758,102.0
郑州,2019,6,10,33.0,74.0327868852459,113.0
天津,2019,2,18,39.0,117.0,117.0
济南,2018,8,26,35.0,69.0,115.0
上海,2018,8,22,32.0,38.45,121.0
乌鲁木齐,2019,1,17,42.0,176.0888888888889,89.0
乌鲁木齐,2018,8,13,42.0,117.06666666666666,89.0
昆明,2019,1,20,25.0,53.36619718309859,102.0
北京,2019,2,9,39.0,28.012396694214875,116.0
北京,2019,2,5,38.0,186.0888888888889,115.0
呼和浩特,2019,2,16,40.0,54.28395061728395,111.0
北京,2019,2,16,38.0,56.851063829787236,115.0
天津,2018,8,23,40.0,33.28125,116.0
乌鲁木齐,2019,2,16,44.0,140.6818181818182,87.0
昆明,2019,2,5,25.0,43.327586206896555,102.0
乌鲁木齐,2019,6,8,43.0,23.5,88.0
厦门,2018,8,19,24.0,27.798319327731093,118.0
成都,2019,2,8,31.0,58.65217391304348,103.0
海口,2019,2,25,20.0,42.171875,110.0
上海,2018,8,12,31.0,28.63819095477387,121.0
郑州,2019,1,1,33.0,188.05494505494505,113.0
厦门,2019,2,17,24.0,32.5,117.0
北京,2018,8,31,40.0,34.78260869565217,116.0
郑州,2019,1,19,34.0,204.6020942408377,113.0
上海,2019,1,31,31.0,35.47093023255814,121.0
呼和浩特,2019,2,3,40.0,112.296875,111.0
郑州,2018,8,3,35.0,86.17948717948718,113.0
乌鲁木齐,2019,6,9,44.0,40.0,87.0
厦门,2019,1,27,25.0,37.0,118.0
天津,2019,2,12,40.0,46.513888888888886,116.0
天津,2018,8,20,39.0,42.577319587628864,118.0
厦门,2019,2,23,25.0,26.205882352941178,119.0
昆明,2019,2,18,24.0,32.146341463414636,102.0
厦门,2019,1,18,24.0,52.17934782608695,118.0
乌鲁木齐,2019,2,4,42.0,125.02083333333333,89.0
成都,2018,8,12,30.0,50.80487804878049,104.0
郑州,2019,6,9,35.0,72.85245901639344,113.0
海口,2018,8,25,19.0,21.676470588235293,110.0
天津,2018,8,6,39.0,56.75,118.0
厦门,2019,2,20,25.0,72.07142857142857,119.0
成都,2019,2,21,30.0,73.632,104.0
天津,2019,1,22,39.0,93.78260869565217,118.0
成都,2019,1,10,31.0,70.16030534351145,104.0
呼和浩特,2019,1,15,40.0,41.726190476190474,111.0
海口,2019,1,10,19.0,37.696969696969695,110.0
呼和浩特,2019,2,9,40.0,37.584210526315786,111.0
天津,2019,2,20,39.0,111.578125,118.0
海口,2019,2,1,20.0,36.17142857142857,110.0
北京,2019,2,11,39.0,121.89041095890411,117.0
天津,2019,2,27,39.0,98.04929577464789,118.0
厦门,2018,8,22,25.0,36.21052631578947,119.0
成都,2019,2,3,31.0,32.458333333333336,103.0
厦门,2018,8,10,24.0,57.19047619047619,117.0
北京,2019,1,9,38.0,75.4,117.0
天津,2019,2,6,40.0,86.94444444444444,116.0
青岛,2019,1,19,36.0,131.71794871794873,119.0
天津,2019,1,8,39.0,36.88844621513944,117.0
乌鲁木齐,2019,1,5,42.0,412.6875,89.0
北京,2018,8,7,38.0,74.54545454545455,115.0
厦门,2019,1,3,25.0,21.157894736842106,119.0
乌鲁木齐,2019,1,21,43.0,74.92857142857143,87.0
上海,2018,8,27,31.0,34.217948717948715,120.0
济南,2019,1,30,36.0,152.0071942446043,116.0
天津,2019,2,13,38.0,57.86666666666667,117.0
上海,2019,1,22,30.0,104.84848484848484,120.0
成都,2018,8,19,31.0,63.0703125,104.0
上海,2019,1,11,30.0,31.344827586206897,120.0
济南,2019,2,22,36.0,222.0,115.0
青岛,2019,2,24,36.0,115.97916666666667,119.0
厦门,2018,8,22,24.0,35.53284671532847,118.0
北京,2019,2,4,39.0,91.29924242424242,116.0
厦门,2018,8,8,24.0,34.92622950819672,118.0
青岛,2019,2,11,36.0,120.48275862068965,119.0
天津,2019,2,28,40.0,87.97014925373135,116.0
济南,2018,8,7,36.0,71.50862068965517,116.0
昆明,2019,1,2,24.0,22.704545454545453,102.0
青岛,2019,2,2,35.0,105.8,120.0
厦门,2018,8,3,25.0,49.56521739130435,119.0
郑州,2019,1,2,34.0,218.875,114.0
天津,2018,8,28,39.0,72.66666666666667,118.0
上海,2018,8,15,31.0,30.714912280701753,121.0
天津,2019,2,28,39.0,134.23469387755102,116.0
厦门,2019,1,30,25.0,37.875,118.0
青岛,2019,2,12,36.0,128.44838709677418,120.0
郑州,2019,1,8,35.0,170.88947368421051,113.0
成都,2019,1,11,30.0,78.10891089108911,103.0
上海,2019,1,16,32.0,49.6231884057971,120.0
上海,2018,8,2,32.0,34.1875,121.0
乌鲁木齐,2018,8,7,44.0,75.11764705882354,87.0
成都,2018,8,17,31.0,43.205128205128204,104.0
上海,2019,2,15,31.0,31.475409836065573,120.0
厦门,2019,1,22,25.0,67.41176470588235,118.0
昆明,2019,2,1,25.0,41.0,102.0
上海,2019,2,9,32.0,45.98039215686274,120.0
成都,2019,2,12,31.0,50.875,103.0
成都,2019,2,10,31.0,48.52459016393443,104.0
昆明,2019,2,19,25.0,33.479166666666664,103.0
厦门,2019,2,18,24.0,24.72189349112426,118.0
郑州,2018,8,13,34.0,53.442622950819676,113.0
郑州,2019,1,5,35.0,270.55970149253733,112.0
上海,2018,8,4,31.0,42.61389961389961,121.0
郑州,2019,1,13,35.0,141.24822695035462,112.0
成都,2018,8,21,31.0,67.66666666666667,103.0
天津,2019,1,5,40.0,30.50877192982456,116.0
天津,2018,8,13,40.0,53.172413793103445,116.0
天津,2018,8,31,39.0,62.60144927536232,118.0
郑州,2018,8,12,33.0,69.0,113.0
青岛,2019,1,12,37.0,186.82608695652175,119.0
昆明,2019,1,18,25.0,51.71910112359551,102.0
天津,2019,2,8,39.0,42.04838709677419,117.0
乌鲁木齐,2019,1,29,42.0,117.3953488372093,89.0
北京,2019,2,21,38.0,295.0444444444444,115.0
济南,2018,8,22,36.0,97.25373134328358,116.0
上海,2019,2,12,31.0,51.608996539792386,120.0
北京,2019,1,4,39.0,53.23293172690763,116.0
天津,2019,1,11,38.0,258.8,117.0
天津,2018,8,8,39.0,52.139240506329116,118.0
海口,2018,8,22,19.0,29.53125,110.0
海口,2019,1,23,19.0,65.375,110.0
北京,2018,8,2,40.0,103.4320987654321,116.0
济南,2018,8,2,36.0,82.81456953642385,116.0
厦门,2019,1,1,25.0,19.263157894736842,119.0
厦门,2018,8,30,25.0,11.75,119.0
昆明,2019,1,21,25.0,52.608695652173914,103.0
青岛,2019,1,5,36.0,99.68807339449542,120.0
济南,2018,8,24,37.0,73.18181818181819,116.0
上海,2019,2,13,31.0,41.294117647058826,121.0
郑州,2018,8,6,35.0,60.44761904761905,112.0
厦门,2018,8,15,25.0,32.125,117.0
北京,2018,8,12,39.0,80.89473684210526,117.0
济南,2018,8,17,37.0,51.666666666666664,116.0
北京,2019,2,24,39.0,151.93700787401573,116.0
厦门,2018,8,16,25.0,45.1578947368421,119.0
青岛,2019,2,10,36.0,28.2311320754717,120.0
天津,2019,1,2,39.0,107.32867132867133,118.0
上海,2019,2,28,31.0,45.27547169811321,121.0
昆明,2019,1,21,24.0,41.333333333333336,102.0
天津,2018,8,12,39.0,80.67708333333333,117.0
乌鲁木齐,2019,1,25,42.0,161.56521739130434,89.0
郑州,2018,8,23,34.0,59.8235294117647,114.0
北京,2018,8,23,39.0,88.32203389830508,117.0
上海,2018,8,3,30.0,32.142857142857146,120.0
昆明,2019,2,5,25.0,62.325581395348834,103.0
郑州,2019,1,5,35.0,175.64893617021278,113.0
乌鲁木齐,2019,2,19,43.0,128.53333333333333,87.0
上海,2018,8,25,32.0,69.0625,121.0
昆明,2019,1,9,25.0,23.23611111111111,102.0
海口,2019,2,4,19.0,23.97826086956522,110.0
天津,2018,8,25,39.0,94.91358024691358,118.0
天津,2019,1,12,40.0,181.63768115942028,116.0
成都,2018,8,11,30.0,55.06201550387597,104.0
青岛,2019,2,27,37.0,144.63636363636363,119.0
北京,2019,1,26,39.0,41.68093385214008,116.0
青岛,2019,2,22,35.0,197.06060606060606,119.0
北京,2019,2,27,39.0,109.19318181818181,116.0
天津,2018,8,28,38.0,54.0,117.0
成都,2019,2,23,31.0,60.666666666666664,103.0
上海,2018,8,9,32.0,44.705882352941174,121.0
上海,2019,2,8,30.0,27.92105263157895,120.0
济南,2019,2,4,37.0,193.73015873015873,116.0
青岛,2018,8,13,36.0,24.545454545454547,119.0
郑州,2019,1,24,34.0,199.59,113.0
郑州,2018,8,24,34.0,75.04545454545455,114.0
郑州,2019,2,5,33.0,174.08035714285714,113.0
青岛,2019,2,21,36.0,125.96296296296296,119.0
厦门,2018,8,24,25.0,38.36363636363637,117.0
海口,2019,2,22,19.0,31.355555555555554,110.0
北京,2019,2,15,39.0,30.96208530805687,116.0
郑州,2019,1,10,35.0,156.40740740740742,112.0
呼和浩特,2019,2,11,40.0,37.73118279569893,111.0
乌鲁木齐,2019,1,30,43.0,91.90526315789474,87.0
北京,2019,2,13,40.0,39.0,116.0
北京,2019,2,17,38.0,139.59259259259258,115.0
乌鲁木齐,2019,1,3,44.0,159.40540540540542,87.0
郑州,2018,8,8,34.0,62.67123287671233,113.0
上海,2018,8,8,30.0,37.225806451612904,120.0
济南,2019,1,22,37.0,152.28985507246378,116.0
青岛,2018,8,18,37.0,40.92307692307692,119.0
成都,2018,8,1,30.0,48.33557046979866,104.0
济南,2019,1,15,36.0,146.29113924050634,117.0
上海,2018,8,24,32.0,54.9,121.0
济南,2019,1,29,36.0,114.82307692307693,116.0
昆明,2019,1,24,24.0,36.594339622641506,102.0
天津,2019,2,15,39.0,31.838541666666668,116.0
昆明,2019,2,28,24.0,37.44086021505376,102.0
青岛,2018,8,1,35.0,43.44186046511628,119.0
北京,2019,2,2,39.0,144.96170212765958,116.0
上海,2018,8,21,31.0,45.57805907172996,120.0
成都,2018,8,18,31.0,47.333333333333336,104.0
郑州,2019,1,4,35.0,264.6975308641975,113.0
济南,2018,8,18,37.0,39.8,116.0
天津,2018,8,14,38.0,48.285714285714285,117.0
郑州,2019,1,5,34.0,147.13877551020408,113.0
青岛,2019,1,22,36.0,130.02272727272728,119.0
厦门,2019,1,25,25.0,66.44117647058823,119.0
天津,2018,8,14,40.0,28.25925925925926,116.0
乌鲁木齐,2019,1,19,44.0,100.225,87.0
呼和浩特,2018,8,12,40.0,49.95918367346939,111.0
上海,2019,1,15,31.0,154.89320388349515,121.0
昆明,2019,2,9,25.0,34.96470588235294,102.0
济南,2018,8,8,37.0,52.733333333333334,116.0
上海,2019,1,26,31.0,34.732638888888886,121.0
成都,2019,1,12,30.0,93.98846153846154,104.0
成都,2019,1,14,30.0,123.02752293577981,103.0
北京,2018,8,22,38.0,66.91891891891892,115.0
乌鲁木齐,2019,2,13,44.0,163.11428571428573,87.0
郑州,2019,2,2,33.0,144.77083333333334,113.0
济南,2018,8,15,37.0,31.0,116.0
厦门,2019,1,28,24.0,39.021857923497265,118.0
郑州,2019,1,28,34.0,178.0787037037037,113.0
济南,2018,8,11,36.0,88.86486486486487,115.0
青岛,2019,1,9,36.0,61.40251572327044,120.0
北京,2018,8,2,39.0,111.07920792079207,116.0
天津,2018,8,22,39.0,56.31578947368421,116.0
北京,2019,1,7,39.0,66.30543933054393,116.0
天津,2019,1,18,40.0,80.52173913043478,116.0
济南,2018,8,16,37.0,37.888888888888886,116.0
济南,2019,2,27,36.0,127.04166666666667,115.0
北京,2018,8,16,38.0,47.911764705882355,115.0
郑州,2019,2,13,34.0,176.85632183908046,113.0
乌鲁木齐,2018,8,31,44.0,27.318181818181817,87.0
昆明,2019,1,15,24.0,34.824742268041234,102.0
上海,2018,8,21,30.0,55.90625,120.0
北京,2019,2,15,40.0,26.280898876404493,116.0
昆明,2019,2,17,24.0,43.564516129032256,102.0
昆明,2019,2,24,25.0,58.88172043010753,102.0
海口,2019,1,28,20.0,46.75,110.0
乌鲁木齐,2019,2,19,44.0,154.80434782608697,87.0
天津,2018,8,6,38.0,55.95744680851064,117.0
乌鲁木齐,2019,1,27,42.0,139.375,89.0
成都,2018,8,2,31.0,30.016393442622952,104.0
郑州,2019,1,16,35.0,87.04724409448819,112.0
天津,2019,1,26,38.0,50.6764705882353,117.0
厦门,2018,8,1,24.0,56.568345323741006,118.0
呼和浩特,2019,2,1,40.0,102.43455497382199,111.0
青岛,2019,1,4,36.0,206.6225806451613,120.0
乌鲁木齐,2018,8,21,43.0,100.45714285714286,87.0
昆明,2019,6,9,25.0,28.0,103.0
北京,2019,1,7,38.0,227.52083333333334,115.0
济南,2019,1,10,36.0,109.51041666666667,116.0
厦门,2019,2,5,25.0,70.11111111111111,119.0
青岛,2019,1,7,35.0,157.37878787878788,119.0
天津,2019,2,2,40.0,138.5441176470588,116.0
济南,2018,8,7,35.0,55.75,115.0
成都,2019,2,11,30.0,47.77477477477478,103.0
青岛,2019,2,18,37.0,57.833333333333336,119.0
成都,2018,8,28,31.0,80.66666666666667,104.0
青岛,2019,2,23,36.0,148.95833333333334,119.0
济南,2019,1,16,36.0,66.97777777777777,115.0
北京,2019,1,19,38.0,93.53191489361703,115.0
海口,2019,2,3,20.0,22.57377049180328,110.0
济南,2019,2,22,36.0,184.46969696969697,116.0
天津,2019,2,27,38.0,78.62857142857143,117.0
济南,2019,2,9,36.0,77.23720930232558,117.0
上海,2018,8,7,31.0,35.770212765957446,121.0
北京,2019,1,20,39.0,39.93478260869565,117.0
厦门,2019,1,1,24.0,21.089887640449437,118.0
济南,2018,8,30,37.0,37.166666666666664,116.0
成都,2019,2,2,31.0,95.47457627118644,104.0
北京,2019,1,22,38.0,137.24444444444444,115.0
青岛,2018,8,23,35.0,54.0,120.0
昆明,2018,8,7,25.0,50.05882352941177,103.0
北京,2019,1,21,40.0,54.82727272727273,116.0
济南,2019,1,27,36.0,94.91666666666667,115.0
天津,2019,1,16,39.0,80.50751879699249,117.0
济南,2018,8,9,36.0,61.16216216216216,115.0
青岛,2018,8,21,35.0,46.19402985074627,119.0
郑州,2019,1,17,33.0,112.1470588235294,113.0
乌鲁木齐,2018,8,12,44.0,171.41176470588235,87.0
济南,2018,8,4,37.0,53.25,116.0
郑州,2019,1,10,35.0,129.93382352941177,113.0
乌鲁木齐,2019,1,10,43.0,163.39655172413794,87.0
乌鲁木齐,2019,6,10,42.0,45.708333333333336,89.0
青岛,2019,2,24,36.0,160.21951219512195,120.0
郑州,2018,8,31,35.0,60.674157303370784,113.0
上海,2019,1,22,31.0,114.69918699186992,121.0
成都,2018,8,20,30.0,59.81818181818182,103.0
郑州,2019,1,31,34.0,80.26506024096386,114.0
北京,2019,2,24,40.0,32.3125,116.0
青岛,2019,2,3,35.0,141.95652173913044,120.0
济南,2019,2,11,36.0,104.04545454545455,115.0
呼和浩特,2019,1,18,40.0,82.29714285714286,111.0
海口,2019,1,4,19.0,21.454545454545453,110.0
郑州,2019,6,8,34.0,74.8,113.0
青岛,2019,1,31,35.0,55.27777777777778,120.0
乌鲁木齐,2018,8,30,43.0,44.857142857142854,87.0
天津,2018,8,21,40.0,33.833333333333336,116.0
昆明,2019,1,26,24.0,49.0,102.0
济南,2019,2,20,36.0,222.72727272727272,115.0
天津,2019,2,25,39.0,70.57943925233644,117.0
郑州,2018,8,1,33.0,46.64705882352941,113.0
郑州,2019,1,9,34.0,64.32126696832579,113.0
济南,2018,8,1,35.0,74.17647058823529,115.0
济南,2019,2,20,36.0,195.4228855721393,117.0
郑州,2019,1,13,35.0,225.49473684210525,113.0
青岛,2019,1,6,36.0,76.54545454545455,119.0
青岛,2018,8,8,35.0,48.666666666666664,119.0
乌鲁木齐,2019,1,6,44.0,159.8421052631579,87.0
济南,2019,2,10,36.0,72.94949494949495,117.0
上海,2019,2,7,30.0,45.370370370370374,120.0
成都,2019,2,16,31.0,54.125,103.0
青岛,2019,2,2,37.0,77.3913043478261,119.0
天津,2019,2,25,38.0,65.56818181818181,117.0
郑州,2018,8,31,34.0,54.096,113.0
天津,2018,8,16,38.0,55.981818181818184,117.0
成都,2018,8,16,30.0,30.272727272727273,103.0
青岛,2019,6,9,37.0,65.20833333333333,119.0
乌鲁木齐,2019,1,12,44.0,312.53125,87.0
天津,2019,1,29,39.0,103.67407407407407,118.0
郑州,2019,1,11,33.0,183.66197183098592,113.0
上海,2019,1,16,31.0,57.99022004889976,120.0
青岛,2018,8,27,36.0,48.76923076923077,119.0
昆明,2019,1,1,25.0,39.67741935483871,103.0
海口,2019,1,9,20.0,43.82089552238806,110.0
郑州,2019,1,18,33.0,163.38834951456312,113.0
厦门,2018,8,22,25.0,42.46666666666667,117.0
成都,2018,8,25,31.0,40.72222222222222,103.0
成都,2018,8,18,30.0,43.63157894736842,103.0
成都,2019,1,28,31.0,62.0,103.0
上海,2018,8,11,31.0,41.20318725099602,121.0
天津,2018,8,27,38.0,64.70212765957447,117.0
昆明,2019,1,23,25.0,45.50588235294118,102.0
济南,2019,2,21,36.0,177.82269503546098,116.0
郑州,2018,8,30,34.0,74.81818181818181,113.0
青岛,2018,8,15,36.0,26.083333333333332,119.0
北京,2019,2,16,38.0,25.7,117.0
济南,2018,8,12,36.0,80.3157894736842,116.0
昆明,2019,2,22,25.0,61.422222222222224,102.0
天津,2019,2,13,39.0,64.15163934426229,117.0
北京,2019,6,10,38.0,58.6551724137931,115.0
北京,2019,1,25,40.0,31.476190476190474,116.0
上海,2019,2,17,31.0,39.90728476821192,121.0
成都,2018,8,7,30.0,33.67741935483871,103.0
济南,2019,1,10,37.0,149.30769230769232,116.0
青岛,2019,1,1,35.0,123.34146341463415,120.0
厦门,2018,8,24,24.0,37.9041095890411,118.0
厦门,2019,2,5,25.0,62.05555555555556,118.0
北京,2019,1,28,39.0,51.29113924050633,117.0
海口,2018,8,28,19.0,37.4,110.0
厦门,2019,2,3,24.0,63.36507936507937,118.0
成都,2018,8,26,31.0,28.0,103.0
济南,2019,2,6,37.0,113.07246376811594,116.0
天津,2019,1,21,39.0,62.22707423580786,116.0
郑州,2019,2,23,34.0,244.83854166666666,113.0
天津,2019,1,17,40.0,53.986111111111114,116.0
乌鲁木齐,2019,1,30,42.0,83.4,89.0
济南,2019,2,2,36.0,106.90416666666667,117.0
济南,2018,8,27,35.0,77.6470588235294,115.0
郑州,2018,8,23,34.0,62.009009009009006,113.0
上海,2019,1,4,31.0,33.3469387755102,121.0
海口,2019,2,8,19.0,22.369565217391305,110.0
郑州,2019,2,17,33.0,120.93846153846154,113.0
天津,2018,8,21,39.0,53.745,117.0
上海,2019,1,18,31.0,127.2004716981132,120.0
成都,2019,2,27,30.0,66.27510917030568,104.0
天津,2019,2,19,39.0,190.52173913043478,116.0
厦门,2018,8,5,24.0,48.21875,118.0
昆明,2018,8,4,25.0,29.13157894736842,102.0
天津,2018,8,18,40.0,25.12,116.0
郑州,2019,2,26,34.0,296.3641304347826,113.0
天津,2019,1,22,38.0,122.6,117.0
海口,2019,2,18,19.0,18.52777777777778,110.0
厦门,2019,1,14,25.0,39.611111111111114,119.0
济南,2018,8,3,36.0,92.95652173913044,115.0
厦门,2018,8,21,24.0,40.11538461538461,117.0
天津,2018,8,4,40.0,108.25,116.0
青岛,2019,1,31,35.0,67.38028169014085,119.0
厦门,2018,8,31,24.0,23.691176470588236,117.0
成都,2019,1,30,31.0,98.24731182795699,104.0
郑州,2018,8,4,35.0,82.91791044776119,113.0
呼和浩特,2019,1,7,40.0,32.13793103448276,111.0
上海,2018,8,24,31.0,73.47222222222223,121.0
青岛,2019,1,25,35.0,84.04761904761905,120.0
昆明,2018,8,14,25.0,70.26829268292683,102.0
成都,2019,1,19,31.0,90.60989010989012,104.0
北京,2019,1,4,38.0,86.47368421052632,117.0
济南,2018,8,26,36.0,67.31818181818181,116.0
郑州,2019,1,16,34.0,88.75280898876404,114.0
成都,2019,2,24,30.0,69.96521739130435,103.0
厦门,2018,8,14,25.0,30.0,119.0
郑州,2019,1,28,34.0,189.61290322580646,114.0
济南,2019,1,9,36.0,71.33771929824562,117.0
天津,2019,1,10,39.0,106.82692307692308,118.0
郑州,2019,2,11,35.0,182.8320610687023,112.0
厦门,2019,2,22,24.0,27.834645669291337,118.0
天津,2019,1,6,40.0,76.77464788732394,116.0
北京,2019,2,17,39.0,24.025,117.0
北京,2018,8,31,38.0,44.30434782608695,115.0
青岛,2019,2,2,36.0,97.55485893416927,120.0
济南,2019,1,17,36.0,101.60416666666667,115.0
昆明,2019,1,18,24.0,39.7037037037037,102.0
乌鲁木齐,2019,2,10,42.0,77.4,89.0
郑州,2018,8,9,34.0,71.8108108108108,114.0
呼和浩特,2019,1,23,40.0,113.77472527472527,111.0
天津,2018,8,15,39.0,31.380434782608695,118.0
昆明,2018,8,27,25.0,66.10344827586206,103.0
天津,2018,8,20,39.0,51.031531531531535,117.0
成都,2019,2,7,31.0,76.06451612903226,104.0
乌鲁木齐,2018,8,16,42.0,93.5,89.0
上海,2018,8,2,31.0,34.84385382059801,121.0
郑州,2018,8,13,33.0,51.214285714285715,113.0
郑州,2019,2,6,34.0,290.01209677419354,113.0
成都,2019,1,31,30.0,79.40789473684211,104.0
乌鲁木齐,2019,2,14,42.0,85.32142857142857,89.0
天津,2019,1,5,38.0,46.31818181818182,117.0
郑州,2019,2,16,34.0,142.86877828054298,113.0
成都,2019,2,5,31.0,186.09550561797752,104.0
厦门,2019,1,7,24.0,59.114285714285714,117.0
呼和浩特,2018,8,19,40.0,53.47154471544715,111.0
昆明,2018,8,14,24.0,58.63636363636363,102.0
郑州,2018,8,26,33.0,79.16666666666667,113.0
北京,2018,8,18,39.0,41.18787878787879,116.0
成都,2019,1,18,30.0,106.23828125,104.0
郑州,2018,8,23,35.0,64.34821428571429,113.0
青岛,2019,1,1,36.0,89.54576271186441,120.0
厦门,2019,1,17,24.0,49.57575757575758,118.0
青岛,2019,2,16,37.0,39.416666666666664,119.0
郑州,2018,8,21,34.0,80.78125,114.0
成都,2019,2,3,30.0,74.80803571428571,104.0
厦门,2019,1,31,24.0,55.916666666666664,118.0
乌鲁木齐,2018,8,10,44.0,60.63636363636363,87.0
昆明,2019,2,8,25.0,39.34782608695652,103.0
厦门,2019,1,22,24.0,57.59375,117.0
济南,2019,1,5,36.0,72.23239436619718,116.0
呼和浩特,2019,1,2,40.0,105.72941176470589,111.0
海口,2019,1,8,19.0,41.6,110.0
济南,2019,2,27,36.0,119.38571428571429,116.0
呼和浩特,2018,8,28,40.0,49.78947368421053,111.0
郑州,2019,2,27,35.0,185.63934426229508,113.0
上海,2018,8,17,31.0,21.396825396825395,121.0
青岛,2018,8,27,37.0,43.55882352941177,119.0
天津,2019,1,24,39.0,69.8953488372093,117.0
青岛,2018,8,19,35.0,32.64705882352941,119.0
北京,2018,8,21,39.0,41.50819672131148,116.0
青岛,2019,6,9,36.0,64.13636363636364,119.0
青岛,2018,8,28,35.0,25.666666666666668,120.0
天津,2019,2,16,39.0,25.043650793650794,117.0
上海,2019,2,25,30.0,142.28571428571428,120.0
上海,2019,2,20,30.0,54.19672131147541,120.0
郑州,2019,2,25,35.0,156.93525179856115,112.0
天津,2019,2,1,39.0,91.08035714285714,116.0
天津,2019,1,24,38.0,61.52307692307692,117.0
天津,2019,1,7,39.0,68.66371681415929,116.0
乌鲁木齐,2019,1,31,42.0,93.64864864864865,89.0
北京,2019,1,15,39.0,59.57079646017699,116.0
北京,2019,2,19,39.0,188.33050847457628,116.0
青岛,2019,2,20,35.0,233.11267605633802,119.0
天津,2018,8,8,40.0,23.625,116.0
青岛,2019,1,2,36.0,137.63636363636363,119.0
成都,2019,2,4,31.0,53.75,103.0
青岛,2019,2,9,35.0,55.214285714285715,119.0
昆明,2019,1,31,25.0,49.54761904761905,103.0
厦门,2018,8,14,25.0,26.363636363636363,118.0
成都,2018,8,27,30.0,76.84946236559139,104.0
天津,2018,8,4,39.0,99.0,116.0
天津,2019,2,15,38.0,34.857142857142854,117.0
郑州,2019,2,15,34.0,163.55652173913043,113.0
郑州,2019,6,10,34.0,70.0,114.0
乌鲁木齐,2019,1,17,43.0,115.44897959183673,87.0
天津,2019,1,25,39.0,44.5188679245283,116.0
上海,2019,2,1,30.0,99.3015873015873,120.0
厦门,2018,8,17,25.0,41.6,119.0
厦门,2019,2,18,25.0,20.333333333333332,118.0
北京,2019,2,10,38.0,90.08333333333333,115.0
郑州,2018,8,31,35.0,64.29710144927536,112.0
天津,2018,8,25,40.0,74.02777777777777,116.0
济南,2018,8,2,36.0,94.6590909090909,115.0
海口,2018,8,26,19.0,22.333333333333332,110.0
北京,2018,8,15,38.0,38.013888888888886,115.0
青岛,2018,8,16,36.0,39.18214285714286,120.0
乌鲁木齐,2019,1,1,43.0,203.3170731707317,87.0
成都,2019,2,6,31.0,110.05405405405405,104.0
成都,2018,8,13,31.0,50.88805970149254,104.0
济南,2019,2,16,36.0,58.604838709677416,117.0
郑州,2018,8,19,35.0,30.892473118279568,112.0
青岛,2018,8,22,35.0,49.4125,119.0
天津,2018,8,18,38.0,56.549019607843135,117.0
天津,2019,1,12,38.0,253.14285714285714,117.0
昆明,2019,2,21,24.0,43.63809523809524,102.0
厦门,2018,8,19,25.0,29.636363636363637,118.0
乌鲁木齐,2019,1,19,42.0,161.22916666666666,89.0
乌鲁木齐,2019,2,4,43.0,178.35652173913044,87.0
成都,2019,1,15,30.0,83.5635593220339,104.0
天津,2019,2,13,40.0,42.869565217391305,116.0
北京,2019,2,1,39.0,88.85887096774194,116.0
天津,2018,8,15,39.0,34.721739130434784,117.0
乌鲁木齐,2018,8,3,42.0,58.75,89.0
上海,2019,2,15,31.0,27.3359375,121.0
济南,2019,1,19,36.0,162.10416666666666,115.0
呼和浩特,2019,1,8,40.0,43.74301675977654,111.0
济南,2018,8,8,36.0,67.33333333333333,115.0
青岛,2018,8,30,37.0,41.333333333333336,119.0
成都,2019,1,6,31.0,106.1453488372093,104.0
济南,2018,8,14,36.0,27.321428571428573,115.0
昆明,2018,8,8,25.0,62.24,103.0
济南,2019,1,11,36.0,135.54545454545453,116.0
北京,2018,8,2,39.0,98.23809523809524,117.0
北京,2018,8,17,39.0,55.859375,116.0
北京,2018,8,23,39.0,52.904761904761905,116.0
海口,2018,8,10,19.0,15.64864864864865,110.0
乌鲁木齐,2019,1,22,42.0,136.51111111111112,89.0
乌鲁木齐,2019,1,24,44.0,215.9777777777778,87.0
北京,2019,1,25,39.0,49.33734939759036,117.0
上海,2019,1,5,32.0,30.444444444444443,120.0
厦门,2019,1,26,25.0,60.63636363636363,118.0
济南,2019,2,7,36.0,53.416666666666664,115.0
乌鲁木齐,2019,2,26,42.0,80.55813953488372,89.0
青岛,2019,2,24,35.0,160.79545454545453,120.0
青岛,2019,2,3,35.0,142.625,119.0
郑州,2019,2,20,35.0,210.75903614457832,113.0
昆明,2019,1,13,25.0,36.26086956521739,103.0
厦门,2019,6,10,24.0,42.0,117.0
天津,2019,1,9,38.0,69.81481481481481,117.0
厦门,2019,1,3,24.0,40.131147540983605,117.0
天津,2019,1,18,39.0,205.93571428571428,118.0
北京,2019,2,25,39.0,70.48648648648648,117.0
昆明,2019,1,4,25.0,35.369565217391305,102.0
厦门,2019,2,18,24.0,49.71666666666667,117.0
上海,2018,8,13,32.0,39.13235294117647,120.0
